jaw,height,position,decay_a,decay_b,decay_c,spike,collimator_type,beam_type,beam_state,Maximum value
0,1.507549,14.648174565759025,1.5072253728092904,24.74064025175497,0.30277462569347874,0.0,TCTPV,PROTON,I,
0,0.8078029999999999,18.525906886108814,0.8122336968697774,19.786163448839982,0.2737662780177565,0.0,TCTPV,PROTON,I,
0,1.1200240437158473,7.915876936368421,1.0793522524469157,24.89599653093345,0.36864774627986097,0.0,TCSG,PROTON,I,
1,2.1314080882352937,7.154790543864817,2.1011528150134082,40.649066269751756,0.4328471849865953,0.0,TCSG,PROTON,I,
0,1.1138740000000005,8.027030082301536,1.1071519153538434,23.13871850043389,0.3408480800574549,0.0,TCLA,PROTON,I,
0,1.501576,7.587261510616832,1.4842604350672992,25.90003780845021,0.3257395649327164,0.0,TCSG,PROTON,I,
0,1.0776553238199784,7.0234132125474105,1.0829779642858002,13.018312802158992,0.3650218921199466,0.0,TCLA,PROTON,I,
1,1.501938,15.374057282275233,1.516894824392929,24.332937047373072,0.29310517416672605,0.0,TCTPV,PROTON,I,
1,2.1495560000000005,8.429883701094239,2.2084300802253485,0.5011649545045376,0.7170755782407447,0.0,TCLA,PROTON,I,
1,1.7822236710130392,16.60273574961706,1.6660946668799053,1.2027717300220797,0.5010210649560963,0.0,TCLIA,PROTON,I,
1,6.62307042253521,6.4001637886088725,6.430183637069634,46.964810339208825,0.4478163629304179,0.0,TCTPH,PROTON,I,
0,4.442974461692539,8.909489266809398,4.446584455894351,3.5397028524640235,0.2590408486721706,0.0,TCTPH,PROTON,I,
0,1.1283540000000003,20.79172178724928,1.1391819663260243,21.933170479911993,0.3088180296344601,0.0,TCTPH,PROTON,I,
0,1.1441726354453632,7.459755835190271,1.1557431131036089,22.758070471749647,0.2922568802993656,0.0,TCLA,PROTON,I,
1,1.1299830000000004,12.027012288461812,1.1240734405923745,19.797558002511327,0.3239265433047421,0.0,TCTPV,PROTON,I,
1,0.8251790000000001,11.641504772908432,0.8084415730119464,2.1602717831970404,0.2772170051684317,0.0,TCTPV,PROTON,I,
1,1.0850950000000004,7.618991594264682,1.0769348879159537,24.04640421220953,0.371065109516151,0.0,TCLA,PROTON,I,
1,1.40022049689441,6.9433662430387235,1.385865646241363,36.19409477248255,0.4241343331901212,0.0,TCSG,PROTON,I,
0,0.7973726635514019,26.02138322634736,0.8122337075826126,20.374926745477268,0.27376627734989634,0.0,TCLIB,PROTON,I,
1,1.1162270000000003,7.184401477893957,1.107785360303666,3.887189907156801,0.34020504452666744,0.0,TCLA,PROTON,I,
1,1.1864550000000005,11.113422555818081,1.1627512492328231,21.990604758245787,0.2852487480254872,0.0,TCTPV,PROTON,I,
1,0.830247,12.291452117019633,0.8194857187260269,18.679698798883198,0.2665141928307956,0.0,TCTPV,PROTON,I,
0,1.5516259541984734,7.600433147698588,0.8220323901864146,0.0706793137820911,0.5962687324462684,0.0,TCSG,PROTON,I,
1,1.153068217054264,10.982145279426017,1.1681902590813324,19.720791393017503,0.27980968467000705,0.0,TCTPH,PROTON,I,
1,1.1609340000000004,13.554759265311331,1.162751250358916,22.86871798417661,0.2852487478132897,0.0,TCTPV,PROTON,I,
0,1.0999370000000002,14.766309396926903,1.0793522537562543,43.473511674842904,0.3686477462437414,0.0,TCTPV,PROTON,I,
0,1.0683844282238446,8.007220465310018,1.0835826376628086,25.60486766852657,0.3644173610846767,0.0,TCLA,PROTON,I,
1,0.7682046204620463,8.551309713281999,0.7820166944907435,44.946072059423706,0.3039833055091927,0.0,TCLA,PROTON,I,
0,0.8684379999999999,10.415220899202216,0.830398051539974,1.2437062859230321,0.23637199478471504,0.0,TCTPH,PROTON,I,
1,1.444561,6.5866557326214075,1.4407479137944612,43.242475748951314,0.3692520862055555,0.0,TCLA,PROTON,I,
0,3.0894890000000004,12.096999410788374,3.1419922741965007,24.734156340882546,0.8400077218173144,0.0,TCLA,PROTON,I,
1,0.7910509885535901,18.729641553936514,0.7826175341575671,3.1834415822160094,0.3039259325662441,0.0,TCTPH,PROTON,I,
1,1.2101861111111107,7.9965918404465075,1.6945709387047532,26.44335528540453,0.8394290501857926,0.0,TCSG,PROTON,I,
0,1.1214901960784318,9.597050756596088,1.1415993233002146,20.32606107023048,0.3064006677011057,0.0,TCLA,PROTON,I,
0,2.705245508982036,9.166906704136103,2.6902363955188258,0.4412909511725799,1.1886622718319004,0.0,TCP,PROTON,I,
1,1.1430150000000003,13.452769333230586,1.1397863012723104,21.016286826715817,0.3082136896613581,0.0,TCTPV,PROTON,I,
1,1.1464540000000003,18.136723351668927,1.1579165246712482,23.870207061176433,0.290083472529092,0.0,TCTPV,PROTON,I,
0,1.4851459528362014,17.65367580560065,1.4830517110434036,19.251721955435862,0.3269482478933136,0.0,TCTPH,PROTON,I,
0,1.1279920000000003,20.20225458627661,1.1422036626351335,21.10525127223878,0.3057963283886839,0.0,TCTPH,PROTON,I,
0,1.1024957436154237,12.422998955626912,1.10076241134754,42.42287232042077,0.34723758865248683,0.0,TCSG,PROTON,I,
1,1.1336855524079323,8.337408136240482,1.15322389685868,0.9485102151244544,0.30154624326918594,0.0,TCLA,PROTON,I,
1,2.4993770655983973,10.591349138975696,2.4144035466172027,30.71292566589322,0.8435964533893139,0.0,TCSG,PROTON,I,
0,1.1477210000000002,15.451058677158727,1.1366344882870196,2.072553255237224,0.3061361780570167,0.0,TCTPV,PROTON,I,
0,1.530355,17.651726161900413,1.4983952968327658,3.7484317416475066,0.3117791108535123,0.0,TCTPV,PROTON,I,
0,1.468877632898696,17.148105592006686,1.4208046694750875,21.81994806200817,0.3891953244021829,0.0,TCTPV,PROTON,I,
0,0.8746252873563218,8.275623483709998,0.8750851315940812,18.875138931607527,0.2109148571824382,0.0,TCTPH,PROTON,I,
1,2.232454,9.637999271585775,2.200404005409549,46.719300098925046,0.333595994590444,0.0,TCSG,PROTON,I,
1,1.1726990000000004,16.688903608858972,1.1512687214775312,18.765526676773764,0.2967312199521695,0.0,TCLIB,PROTON,I,
0,1.29053,11.39013623140632,1.3342739605197782,16.24440839890872,0.8377256675741567,0.0,TCLA,PROTON,I,
1,1.094207637231504,8.916028958893412,1.0805608910362647,20.500312453838717,0.3674390658613701,0.0,TCLA,PROTON,I,
0,1.0885340000000003,20.544383726557573,1.0890216940462258,22.54194243345945,0.3589782973543785,0.0,TCSG,PROTON,I,
0,0.8034759206798867,27.91280535513473,0.7832253697882596,22.931076438757053,0.30277462444537423,0.0,TCLIB,PROTON,I,
1,0.7992278417626439,20.060537729562945,0.8223695638704434,29.74207738678599,0.26363043493528304,0.0,TCLIB,PROTON,I,
1,1.1292000000000004,13.327804610704078,1.1204474130589124,44.882513970005185,0.32755258694110345,0.0,TCSG,PROTON,I,
0,1.5149899699097291,15.953798216803325,1.5259599332089278,26.51125121108944,0.2840400667911075,0.0,TCTPV,PROTON,I,
1,1.4650395593390084,11.100903978611202,1.459508670520224,37.28579756285228,0.3504913294797706,0.0,TCSG,PROTON,I,
1,1.1446440000000002,14.987170079461125,1.1464340581920065,27.04089422135376,0.3015659418077119,0.0,TCTPV,PROTON,I,
1,1.6279139999999996,14.008743009571669,1.7048447415561399,28.688617486896344,0.8291552584438737,0.0,TCLA,PROTON,I,
1,1.5088174523570712,18.86326864913933,1.5048079911255974,19.047679126568415,0.3051919869640009,0.0,TCTPV,PROTON,I,
0,1.1397570000000004,16.236100919416216,1.1536861380584338,23.275696310745783,0.29431385813960403,0.0,TCTPV,PROTON,I,
0,1.6279139999999996,12.803862590170436,1.7048447415561399,28.688617486896344,0.8291552584438737,0.0,TCLA,PROTON,I,
1,0.7546779661016949,13.534344272607761,0.7846981462517741,1.0710328748386913,0.3275460660955133,0.0,TCSG,PROTON,I,
0,0.861741,9.915667317611518,0.859372270403371,21.037496516689746,0.2266277128891645,0.0,TCTPH,PROTON,I,
0,0.9916264591439692,9.482423133602179,0.9474956521749404,22.54690270908239,0.5005043478247367,0.0,TCSG,PROTON,I,
1,1.5516259541984734,7.29262744389771,0.8220323901864146,0.0706793137820911,0.5962687324462684,0.0,TCSG,PROTON,I,
0,5.069269539078157,13.698818774792874,5.054704512404041,47.424755921374604,0.3752954875959368,0.0,TCSG,PROTON,I,
0,1.0885340000000003,15.444459702470455,1.0908347254220478,43.351047090508395,0.35716527457796304,0.0,TCTPV,PROTON,I,
0,1.126665997993982,17.699134189077895,1.1482470754598737,23.70349092674301,0.2997529216214089,0.0,TCTPV,PROTON,I,
0,1.502100300902708,16.87840820853598,1.5060166944627107,23.088246359060804,0.3039833040334202,0.0,TCTPV,PROTON,I,
0,1.3032896039603958,5.4948861523029064,1.2960947548934387,38.13069461202669,0.5139052451065454,0.0,TCLA,PROTON,I,
0,4.7791239999999995,15.693225116318128,4.823461088400347,1.4260700068482914,0.2916887385632671,0.0,TCTPV,PROTON,I,
0,1.5073353383458643,14.53090594940833,1.5162558901090488,23.72505553312184,0.29374410916925203,0.0,TCTPV,PROTON,I,
1,0.842427734375,18.856281838406588,0.8388246998738521,22.309405062537106,0.2471752929872599,0.0,TCTPH,PROTON,I,
0,1.4897552657973925,18.05597157192221,1.5157817194563803,1.7506758226048051,0.3082627977338614,0.0,TCTPV,PROTON,I,
1,1.5107931801334322,18.00336164282189,1.530190305395418,20.6090834635336,0.27980968370530823,0.0,TCTPH,PROTON,I,
1,1.2933661417322837,9.305667731432854,1.3192754593325873,43.38991178056557,0.4907245406674254,0.0,TCLA,PROTON,I,
0,0.9984465116279072,10.34177798002341,0.9867620677408248,46.03260425102559,0.4612379305262292,0.0,TCSG,PROTON,I,
0,1.1400731829573938,12.524992137835367,1.1524773483368924,17.93193591089656,0.29552253894284997,0.0,TCTPV,PROTON,I,
1,1.1367375745526842,7.70045677349463,1.1298787554781673,20.68473823747372,0.31812121303935925,0.0,TCLA,PROTON,I,
1,5.802876314471708,10.306184525169442,5.796230384753232,61.977169417338715,0.35776961524678164,0.0,TCLA,PROTON,I,
1,1.1400731829573938,12.346573446413215,1.1524773483368924,17.93193591089656,0.29552253894284997,0.0,TCTPV,PROTON,I,
0,0.8728987975951904,10.754540313112877,0.8605809510429141,18.891880555036387,0.2254190328564488,0.0,TCTPH,PROTON,I,
1,6.522153999999999,12.216981794450257,6.5383605995220435,82.22746836425515,0.3396394004128689,0.0,TCLA,PROTON,I,
1,1.1944190000000003,13.09034572748965,1.1851118376792242,19.508527012089452,0.262888146619838,0.0,TCTPV,PROTON,I,
1,4.5839302325581395,13.819243087520272,4.570627715333666,59.95603041271753,0.497372284651068,0.0,TCTPV,PROTON,I,
0,1.1341093279839525,17.306613067949154,1.148851407169729,20.728875634539875,0.29914858118995485,0.0,TCTPV,PROTON,I,
0,7.703360000000001,7.253518960423388,7.692897218150335,3.9173892768712073,0.2704849578490429,0.0,TCTPH,PROTON,I,
1,5.069269539078157,13.833470361477744,5.054704512404041,47.424755921374604,0.3752954875959368,0.0,TCSG,PROTON,I,
1,1.4452934579439252,9.440176628322439,1.4275335678697545,24.433067714023103,0.38246643113216144,0.0,TCLA,PROTON,I,
0,0.7602000000000001,6.281992863649392,0.8098163567202702,21.885552371493805,0.2761836394682572,0.0,TCLA,PROTON,I,
0,2.350455482661668,6.578311724421695,2.8983863537222105,0.3177120123814119,0.6658291916399008,0.0,TCSG,PROTON,I,
1,5.531276901004306,5.985018029347756,5.310596856619607,62.111542408055975,0.4814031434002838,0.0,TCTPH,PROTON,I,
1,1.8092759999999999,12.434229980622812,1.7350617679018967,43.96096540274816,0.7989382320980941,0.0,TCSG,PROTON,I,
0,1.502904884318766,9.672425424836597,1.5090383687746276,18.95188932811089,0.3009616022495412,0.0,TCLA,PROTON,I,
0,2.9935242864296443,8.291383358576176,2.996083030127405,3.5703288734260887,0.26213856957943904,0.0,TCTPH,PROTON,I,
0,1.4937865612648222,9.169247602513051,1.5066210350551883,35.69203976356819,0.3033789649447852,0.0,TCLA,PROTON,I,
1,0.7973726635514019,23.21290794420855,0.8122337075826126,20.374926745477268,0.27376627734989634,0.0,TCLIB,PROTON,I,
0,1.1922948113207543,7.947701121217526,1.1632356209791903,39.69730116082471,0.6467643789929469,0.0,TCSG,PROTON,I,
1,1.3032896039603958,8.686066325535196,1.2960947548934387,38.13069461202669,0.5139052451065454,0.0,TCLA,PROTON,I,
1,0.8034759206798867,25.10433007299591,0.7832253697882596,22.931076438757053,0.30277462444537423,0.0,TCLIB,PROTON,I,
1,5.170383838383838,6.815309547869988,5.243867737597921,1.2930337548776405,0.25764448838010445,0.0,TCTPH,PROTON,I,
0,1.1414112699747692,7.14670933376121,1.1589208638773998,33.43812421504723,0.2890791361227177,0.0,TCLA,PROTON,I,
0,5.168968452679018,9.486080599116502,5.161068448879072,26.79725318467893,0.2689315511209618,0.0,TCTPH,PROTON,I,
1,1.045777777777778,11.257111706316605,1.0446573784126838,30.43860233506586,0.403342620149106,0.0,TCLA,PROTON,I,
1,1.1535409395973155,10.809233938792836,1.1670985239418856,3.0876595934588216,0.2815285507967284,0.0,TCTPH,PROTON,I,
1,1.1498930000000005,17.652359820021967,1.1488514180348546,25.297561622083432,0.29914858099465713,0.0,TCTPV,PROTON,I,
0,0.7649879759519038,21.450538070689326,0.7675124558910079,17.715140520748935,0.3184874807291237,0.0,TCTPH,PROTON,I,
1,1.1738235588972434,9.664581601236863,1.1761846582712554,19.920156962650168,0.2718153313978053,0.0,TCTPV,PROTON,I,
1,1.1398917293233086,12.935355128106327,1.1458297179094872,26.832157970515137,0.3021702820902966,0.0,TCTPV,PROTON,I,
0,1.0974315789473688,12.798019485715141,1.0998998344495627,43.41855515669612,0.3481001655504579,0.0,TCTPV,PROTON,I,
1,4.350154000000002,12.42358904207148,4.3276827996483735,34.544517332807324,0.3783172003539115,0.0,TCSG,PROTON,I,
0,2.505402,11.092056386517553,2.4144035466172027,30.71292566589322,0.8435964533893139,0.0,TCSG,PROTON,I,
0,1.444018,15.824885483629027,1.4612953953883852,18.869752813417367,0.3487045094927844,0.0,TCTPV,PROTON,I,
1,1.1406415094339626,14.304090707343864,1.1500600984347635,25.255143082918487,0.297939900599897,0.0,TCLA,PROTON,I,
0,4.779305,15.583952525792075,4.823461088400347,1.4260700068482914,0.2916887385632671,0.0,TCTPV,PROTON,I,
0,3.103788,11.743567821097347,3.1419922741965007,24.734156340882546,0.8400077218173144,0.0,TCLA,PROTON,I,
0,1.1289720323182104,15.057457475737676,1.1210517181220545,20.63886644670621,0.3269482481768762,0.0,TCSG,PROTON,I,
1,0.837125,20.170115018511463,0.8351986433088932,21.064827381007184,0.2508013365456557,0.0,TCTPH,PROTON,I,
1,3.107861751152072,9.8002771858531,3.4500244934054183,0.3710893236784635,1.094787705744528,0.0,TCP,PROTON,I,
1,1.1165915492957748,14.3307424318328,1.1265883626935136,1.4938710765236414,0.3354454533290531,0.0,TCSG,PROTON,I,
1,0.7912285714285715,11.073151248180325,0.7971252086774359,36.70765370703977,0.2888747913224073,0.0,TCTPH,PROTON,I,
0,13.758895999999998,11.26716953289556,13.741429320943825,2.2694500277578427,0.3768806241109853,0.0,TCSG,PROTON,I,
0,0.5001030000000002,10.09475256384215,0.5088547429347854,18.663790601470613,0.2151452428896069,0.0,TCTPH,PROTON,I,
0,1.1419746514575415,8.406010032691757,1.1494557611341285,25.724292875869885,0.2985442388654584,0.0,TCLA,PROTON,I,
0,0.7546779661016949,13.578588614786927,0.7846981462517741,1.0710328748386913,0.3275460660955133,0.0,TCSG,PROTON,I,
1,1.1654867724867728,24.473856030066795,1.1254371780797212,1.0725500441859472,0.28071543222541145,0.0,TCLIB,PROTON,I,
0,1.1430150000000003,13.631188024652731,1.1397863012723104,21.016286826715817,0.3082136896613581,0.0,TCTPV,PROTON,I,
1,14.684529999999995,15.302441246998999,16.30609130528769,0.3055124339618188,1.6259192371828963,0.0,TCLIA,PROTON,I,
1,1.1625630000000005,11.573684076329016,1.1730250361746386,21.32389891227559,0.2749749577125057,0.0,TCTPH,PROTON,I,
0,1.0954120000000005,13.124502726459243,1.1125618257106045,19.622172833312987,0.3354381551953705,0.0,TCSG,PROTON,I,
1,3.0858127340823955,9.551453068035707,3.4500244934054183,0.3710893236784635,1.094787705744528,0.0,TCP,PROTON,I,
1,1.173460651629073,10.58534033872773,1.1784640070761163,18.527949935451826,0.2695358957907005,0.0,TCTPV,PROTON,I,
1,1.441484,6.419011447397286,1.4413522525297122,36.08120580429564,0.3686477474703472,0.0,TCLA,PROTON,I,
0,1.142734074823054,7.772802336619335,1.1557431131036089,22.758070471749647,0.2922568802993656,0.0,TCLA,PROTON,I,
0,5.505506555423124,10.226255049225124,5.473689661157086,41.880830029997306,0.31831033880520554,0.0,TCTPV,PROTON,I,
1,1.1455490000000004,18.316117252278897,1.1591252079330612,25.512488362250558,0.2888747911379005,0.0,TCTPV,PROTON,I,
0,1.508635,16.14689157370514,1.5108514182769637,26.14103513346306,0.2991485809852924,0.0,TCTPV,PROTON,I,
0,0.4999220000000002,9.444390353846714,0.5058330506490187,21.383994132388,0.2181669453341676,0.0,TCTPH,PROTON,I,
1,1.7787743229689068,16.581419446295456,1.6660946668799053,1.2027717300220797,0.5010210649560963,0.0,TCLIA,PROTON,I,
0,0.8750538205980067,8.087112698204074,0.8799198385640775,18.605646978558685,0.2060801339529412,0.0,TCTPH,PROTON,I,
0,1.511169,15.798975125431935,1.5017863100737163,26.909285304620074,0.30821368992607584,0.0,TCTPV,PROTON,I,
0,1.503205,16.75351512454047,1.5060166956249408,37.98700971403702,0.3039833043749808,0.0,TCTPV,PROTON,I,
1,1.5203274912368552,4.7953790396784655,1.2436508970957243,0.05758869944822751,0.30558405732029514,0.0,TCP,PROTON,I,
0,1.5020731829573934,12.953196997248542,1.509642736110515,23.483738823421692,0.30035726092394394,0.0,TCTPV,PROTON,I,
0,0.723276,16.139150259368726,0.7457562551107562,22.06504948884887,0.34024373979036115,0.0,TCTPV,PROTON,I,
1,1.4442680412371134,9.671679597409367,1.4272861019951055,36.329389292457535,0.3827138980048997,0.0,TCLA,PROTON,I,
1,1.3036309523809524,8.276104493061558,1.28637308868502,33.37039311352294,0.5236269113149847,0.0,TCLA,PROTON,I,
0,1.1257184368737478,21.363851717605105,1.1349515868974336,34.020006785594695,0.3130484131024898,0.0,TCTPH,PROTON,I,
1,2.202227,7.771153333319132,2.192547579298825,46.90264592925857,0.3414524207011688,0.0,TCLA,PROTON,I,
0,1.1256390000000005,12.229988408696453,1.1290533978142845,35.731912696105155,0.3189466021857993,0.0,TCSG,PROTON,I,
0,2.232454,8.20997411839964,2.200404005409549,46.719300098925046,0.333595994590444,0.0,TCSG,PROTON,I,
1,1.837512,8.56084192069587,1.846242274072928,1.96345826932149,0.33549379756012576,0.0,TCLA,PROTON,I,
1,1.166567073170732,25.73480411592504,1.1458297161839217,34.03174027976968,0.3021702838162941,0.0,TCLIB,PROTON,I,
1,1.510603682946357,18.189587261056413,1.530190305395418,20.6090834635336,0.27980968370530823,0.0,TCTPH,PROTON,I,
0,1.4418119658119657,9.753991764195831,1.2278904283237262,0.606698959633893,0.36689609274866375,0.0,TCLA,PROTON,I,
1,1.1340852130325818,11.017037299582212,1.1331385202017588,20.229586819868558,0.3148614362948058,0.0,TCTPV,PROTON,I,
1,1.1034429042904297,6.405068026299709,1.0293605429018151,40.883415505647335,0.4186394570982029,0.0,TCSG,PROTON,I,
1,3.9886969999999984,13.864865698094627,4.001338897779636,49.03386935008069,0.3426611022203711,0.0,TCTPV,PROTON,I,
0,2.450921000000001,8.992868808951627,2.4784006646430154,48.3056310240407,0.4175993353569864,0.0,TCSG,PROTON,I,
0,1.501576,15.284360331970243,1.5132687797887552,22.879673105842123,0.296731218750294,0.0,TCTPV,PROTON,I,
1,0.8828367346938778,15.398432995742953,0.9699666072640752,24.55618211412254,0.4780333890643058,0.0,TCLA,PROTON,I,
1,1.1343270000000003,12.768512913208859,1.1573121765934742,19.396070919552056,0.29068781311380043,0.0,TCTPV,PROTON,I,
1,1.452710710710711,18.577976380443,1.4479999987110304,25.909368615460572,0.3620000003579978,0.0,TCSG,PROTON,I,
0,1.4615090379008746,6.426227814956134,1.3852040829300414,37.92735878058807,0.4247959170699396,0.0,TCSG,PROTON,I,
0,1.911903,4.934029081703069,1.7492197069472497,16.05774455949167,0.4227802482663524,0.0,TCP,PROTON,I,
0,3.753050877192983,3.253400794460348,2.69571261233296,0.442291226059796,1.43362038506871,0.0,TCLIA,PROTON,I,
1,1.1469970000000005,15.201272509167714,1.1366344882870196,2.072553255237224,0.3061361780570167,0.0,TCTPV,PROTON,I,
0,1.1528084252758275,16.811167773238488,1.1591344841100857,3.200180823099346,0.2893960327452151,0.0,TCTPV,PROTON,I,
0,1.1362626566416043,11.419748845781045,1.1343472443697629,26.80847651667281,0.3136527545999516,0.0,TCTPV,PROTON,I,
0,0.8760072398190046,8.454708729940624,0.8684373932759047,22.37386361090229,0.2175626043909233,0.0,TCTPH,PROTON,I,
0,1.40022049689441,7.683351295930049,1.385865646241363,36.19409477248255,0.4241343331901212,0.0,TCSG,PROTON,I,
0,1.521848,6.961188316821383,0.8788618574123964,0.11059316520715848,0.278626118439853,0.0,TCP,PROTON,I,
1,2.5693581395348843,7.516629493440622,2.6018126731138937,28.88558745827979,0.29418732688608284,0.0,TCSG,PROTON,I,
0,3.3213273182957392,14.69236045995731,3.3226644426196987,29.71156480477973,0.2973355573803104,0.0,TCTPV,PROTON,I,
1,1.2997467105263159,9.100686815196037,1.3108146918466532,25.13141061316792,0.4991853067346888,0.0,TCLA,PROTON,I,
0,1.4518010000000001,20.029916688329926,1.4479999987110304,25.909368615460572,0.3620000003579978,0.0,TCSG,PROTON,I,
1,1.0865438157235856,16.520108227532383,1.087770158869682,22.12129011007957,0.36022982878715826,0.0,TCSG,PROTON,I,
1,3.103788,12.948448240498578,3.1419922741965007,24.734156340882546,0.8400077218173144,0.0,TCLA,PROTON,I,
1,1.1024957436154237,11.45294110266864,1.10076241134754,42.42287232042077,0.34723758865248683,0.0,TCSG,PROTON,I,
1,4.655901785714288,7.265309610656258,5.521549618987132,0.2622963486282526,0.9375131160873058,0.0,TCSG,PROTON,I,
0,1.1175413119679525,6.849114703365286,1.107785360303666,3.887189907156801,0.34020504452666744,0.0,TCLA,PROTON,I,
0,2.5392490000000003,12.93493722816467,2.4596661097465944,27.417481530678838,0.7983338902556268,0.0,TCSG,PROTON,I,
1,1.1455466399197596,19.033692854718808,1.1415993280702048,26.893359871684225,0.3064006709297238,0.0,TCTPV,PROTON,I,
1,1.0793030000000003,6.339600996501647,1.078747913455212,44.35783443993261,0.36925208654479336,0.0,TCLA,PROTON,I,
0,1.0988510000000002,12.419565645798487,1.1165915500255634,32.37339008335882,0.33140844997413105,0.0,TCSG,PROTON,I,
0,1.1406994906621395,9.03210303554988,1.1434123544744017,26.22728703244472,0.3045876445329279,0.0,TCLA,PROTON,I,
0,1.492274686716792,10.575972272793024,1.510331124157647,34.22408112825857,0.2996688758427942,0.0,TCTPV,PROTON,I,
1,1.304874449339207,8.48108540929838,1.28637308868502,33.37039311352294,0.5236269113149847,0.0,TCLA,PROTON,I,
0,1.0898010000000005,13.790434566998384,1.101108512326202,33.50289225569233,0.3468914865002,0.0,TCTPV,PROTON,I,
1,0.7983910000000001,11.782997804463925,0.8067945183832451,17.324009868645376,0.27920534367172023,0.0,TCTPH,PROTON,I,
0,1.1589809428284858,17.080146457610304,1.1579164985852601,19.634544101519406,0.2900834734166978,0.0,TCTPV,PROTON,I,
1,1.135173934837093,11.400572105485859,1.1343472443697629,26.80847651667281,0.3136527545999516,0.0,TCTPV,PROTON,I,
1,5.611996995493238,6.748151685388716,5.709722540871009,0.9602884304216652,0.7533643474133115,0.0,TCSG,PROTON,I,
1,1.1327096774193552,8.128259927577664,1.15322389685868,0.9485102151244544,0.30154624326918594,0.0,TCLA,PROTON,I,
0,1.1398917293233086,12.400099053839854,1.153008460201509,18.970649831196603,0.29499149119044604,0.0,TCTPV,PROTON,I,
1,1.2039785478547858,18.48618798485592,1.1996159390323005,17.43949381780314,0.24838397534977674,0.0,TCTPH,PROTON,I,
0,1.5203274912368552,4.852751470861059,1.2436508970957243,0.05758869944822751,0.30558405732029514,0.0,TCP,PROTON,I,
1,1.454335,14.1212395940928,1.4655258762051826,44.30599959440447,0.3444741237948579,0.0,TCTPV,PROTON,I,
0,1.111326235741445,7.171052375662278,1.0491352239334788,23.6480292647758,0.3988647746502224,0.0,TCSG,PROTON,I,
0,0.7810078740157479,8.092963531262694,0.7868768971092013,32.2872668575584,0.29912310289068705,0.0,TCLA,PROTON,I,
0,1.7787743229689068,4.351190415523137,1.6660946668799053,1.2027717300220797,0.5010210649560963,0.0,TCLIA,PROTON,I,
0,1.382478,11.22081270842375,1.3585575914120454,24.077509934379343,0.4514424048735695,0.0,TCSG,PROTON,I,
0,6.128221212121212,6.757130434022352,7.189064753224749,0.3861560955258568,0.9315495135688504,0.0,TCSG,PROTON,I,
0,1.0885340000000003,16.321093024270652,1.104130216022691,43.718113975132226,0.3438697839772825,0.0,TCTPV,PROTON,I,
